"Kod";"Nazwa";"ogółem;ogółem;2018;[osoba]";
3208000;"Powiat kołobrzeski";79547;
3208011;"Kołobrzeg (1)";46367;
3208022;"Dygowo (2)";5654;
3208033;"Gościno (3)";5130;
3208034;"Gościno - miasto (4)";2417;
3208035;"Gościno - obszar wiejski (5)";2713;
3208042;"Kołobrzeg (2)";10944;
3208052;"Rymań (2)";3949;
3208062;"Siemyśl (2)";3810;
3208072;"Ustronie Morskie (2)";3693;
3209000;"Powiat koszaliński";66355;
3209012;"Będzino (2)";8665;
3209022;"Biesiekierz (2)";6941;
3209033;"Bobolice (3)";9024;
3209034;"Bobolice - miasto (4)";4018;
3209035;"Bobolice - obszar wiejski (5)";5006;
3209042;"Manowo (2)";6937;
3209053;"Mielno (3)";4906;
3209054;"Mielno - miasto (4)";2952;
3209055;"Mielno - obszar wiejski (5)";1954;
3209063;"Polanów (3)";8753;
3209064;"Polanów - miasto (4)";2918;
3209065;"Polanów - obszar wiejski (5)";5835;
3209073;"Sianów (3)";13848;
3209074;"Sianów - miasto (4)";6664;
3209075;"Sianów - obszar wiejski (5)";7184;
3209082;"Świeszyno (2)";7281;
3210000;"Powiat myśliborski";66264;
3210013;"Barlinek (3)";19377;
3210014;"Barlinek - miasto (4)";13803;
3210015;"Barlinek - obszar wiejski (5)";5574;
3210022;"Boleszkowice (2)";2878;
3210033;"Dębno (3)";20711;
3210034;"Dębno - miasto (4)";13843;
3210035;"Dębno - obszar wiejski (5)";6868;
3210043;"Myślibórz (3)";19918;
3210044;"Myślibórz - miasto (4)";11235;
3210045;"Myślibórz - obszar wiejski (5)";8683;
3210052;"Nowogródek Pomorski (2)";3380;
3211000;"Powiat policki";79476;
3211012;"Dobra (Szczecińska) (2)";23472;
3211022;"Kołbaskowo (2)";13022;
3211033;"Nowe Warpno (3)";1648;
3211034;"Nowe Warpno - miasto (4)";1192;
3211035;"Nowe Warpno - obszar wiejski (5)";456;
3211043;"Police (3)";41334;
3211044;"Police - miasto (4)";32685;
3211045;"Police - obszar wiejski (5)";8649;
3212000;"Powiat pyrzycki";39639;
3212012;"Bielice (2)";3130;
3212022;"Kozielice (2)";2535;
3212033;"Lipiany (3)";5901;
3212034;"Lipiany - miasto (4)";3946;
3212035;"Lipiany - obszar wiejski (5)";1955;
3212042;"Przelewice (2)";5137;
3212053;"Pyrzyce (3)";19420;
3212054;"Pyrzyce - miasto (4)";12617;
3212055;"Pyrzyce - obszar wiejski (5)";6803;
3212062;"Warnice (2)";3516;
3213000;"Powiat sławieński";56409;
3213011;"Darłowo (1)";13759;
3213021;"Sławno (1)";12528;
3213032;"Darłowo (2)";7973;
3213042;"Malechowo (2)";6335;
3213052;"Postomino (2)";6915;
3213062;"Sławno (2)";8899;
3214000;"Powiat stargardzki";120112;
3214011;"Stargard (1)";67938;
3214023;"Chociwel (3)";5919;
3214024;"Chociwel - miasto (4)";3209;
3214025;"Chociwel - obszar wiejski (5)";2710;
3214033;"Dobrzany (3)";4854;
3214034;"Dobrzany - miasto (4)";2264;
3214035;"Dobrzany - obszar wiejski (5)";2590;
3214042;"Dolice (2)";7887;
3214053;"Ińsko (3)";3364;
3214054;"Ińsko - miasto (4)";1929;
3214055;"Ińsko - obszar wiejski (5)";1435;
3214062;"Kobylanka (2)";5530;
3214082;"Marianowo (2)";3175;
3214092;"Stara Dąbrowa (2)";3707;
3214102;"Stargard (2)";13446;
3214113;"Suchań (3)";4292;
3214114;"Suchań - miasto (4)";1477;
3214115;"Suchań - obszar wiejski (5)";2815;
3215000;"Powiat szczecinecki";77965;
3215011;"Szczecinek (1)";40114;
3215023;"Barwice (3)";8570;
3215024;"Barwice - miasto (4)";3723;
3215025;"Barwice - obszar wiejski (5)";4847;
3215033;"Biały Bór (3)";5299;
3215034;"Biały Bór - miasto (4)";2199;
3215035;"Biały Bór - obszar wiejski (5)";3100;
3215043;"Borne Sulinowo (3)";9983;
3215044;"Borne Sulinowo - miasto (4)";5090;
3215045;"Borne Sulinowo - obszar wiejski (5)";4893;
3215052;"Grzmiąca (2)";4721;
3215062;"Szczecinek (2)";9278;
3216000;"Powiat świdwiński";47242;
3216011;"Świdwin (1)";15594;
3216022;"Brzeżno (2)";2792;
3216033;"Połczyn-Zdrój (3)";15275;
3216034;"Połczyn-Zdrój - miasto (4)";8109;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";7166;
3216042;"Rąbino (2)";3622;
3216052;"Sławoborze (2)";4052;
3216062;"Świdwin (2)";5907;
3217000;"Powiat wałecki";53462;
3217011;"Wałcz (1)";25359;
3217023;"Człopa (3)";4992;
3217024;"Człopa - miasto (4)";2326;
3217025;"Człopa - obszar wiejski (5)";2666;
3217033;"Mirosławiec (3)";5474;
3217034;"Mirosławiec - miasto (4)";3089;
3217035;"Mirosławiec - obszar wiejski (5)";2385;
3217043;"Tuczno (3)";4954;
3217044;"Tuczno - miasto (4)";1916;
3217045;"Tuczno - obszar wiejski (5)";3038;
3217052;"Wałcz (2)";12683;
3218000;"Powiat łobeski";37104;
3218013;"Dobra (3)";4403;
3218014;"Dobra - miasto (4)";2326;
3218015;"Dobra - obszar wiejski (5)";2077;
3218023;"Łobez (3)";14049;
3218024;"Łobez - miasto (4)";10241;
3218025;"Łobez - obszar wiejski (5)";3808;
3218032;"Radowo Małe (2)";3621;
3218043;"Resko (3)";8032;
3218044;"Resko - miasto (4)";4231;
3218045;"Resko - obszar wiejski (5)";3801;
3218053;"Węgorzyno (3)";6999;
3218054;"Węgorzyno - miasto (4)";2831;
3218055;"Węgorzyno - obszar wiejski (5)";4168;
3261000;"Powiat m.Koszalin";107321;
3261011;"Koszalin (1)";107321;
3262000;"Powiat m.Szczecin";402465;
3262011;"Szczecin (1)";402465;
3263000;"Powiat m.Świnoujście";40910;
3263011;"Świnoujście (1)";40910;
